customer_id,name,email,country,age,signup_date,marketing_opt_in,recency,frequency,monetary,avg_order_value
29,Michelle Carey,george08@example.org,FR,62,2023-05-11,True,1843.0,1.0,16.8,16.8
30,Paul Brown,travis72@example.com,MX,47,2020-10-21,True,259.0,2.0,369.64,184.82
31,Tina Robertson,justinlewis@example.net,US,71,2021-10-02,False,79.0,2.0,296.48,148.24
32,Christopher Mcmillan,henryvickie@example.net,MX,69,2020-11-27,True,894.0,1.0,75.05,75.05
33,Lori Kelly,vmcfarland@example.org,GB,18,2022-11-08,False,0.0,0.0,0.0,0.0
34,Matthew Watson,jose88@example.org,MX,28,2020-08-13,False,108.0,6.0,464.48,77.41333333333334
35,Stephen Hall,mmartinez@example.net,PL,60,2025-08-17,True,135.0,3.0,253.84,84.61333333333333
36,Maria Bailey,aimee78@example.net,US,24,2020-05-21,False,758.0,3.0,183.79,61.26333333333333
37,Joel Norris,beth25@example.com,FR,59,2020-06-26,True,1097.0,2.0,239.32999999999998,119.66499999999999
38,Melissa Romero,kevin92@example.net,CA,22,2024-12-18,True,0.0,0.0,0.0,0.0
39,David Nguyen,eugene53@example.com,MX,26,2022-04-13,False,1000.0,3.0,358.38,119.46
40,Monica Garcia,gonzalezedward@example.org,DE,64,2023-01-09,True,191.0,5.0,1025.31,205.06199999999998
41,Morgan Graham,danielpruitt@example.com,BR,34,2023-02-21,True,0.0,0.0,0.0,0.0
42,James Johnson,bdickerson@example.net,NL,25,2021-05-31,False,940.0,2.0,63.129999999999995,31.564999999999998
43,William Phillips,thomascassandra@example.com,GB,42,2021-05-30,False,61.0,3.0,675.04,225.01333333333332
44,David Farrell,qsingleton@example.net,CA,30,2020-04-03,False,0.0,0.0,0.0,0.0
45,Sherry May,erinmay@example.com,MX,33,2023-04-08,False,462.0,3.0,383.31,127.77
46,David Haynes,zsanchez@example.net,GB,18,2024-01-05,True,32.0,2.0,72.24,36.12
47,Brooke Atkinson,ngibson@example.com,DE,41,2025-08-23,True,0.0,0.0,0.0,0.0
48,Mary Salas,kimberly67@example.org,ES,49,2020-04-01,True,266.0,2.0,441.99,220.995
49,Joshua Martin,aprilgarcia@example.net,SE,49,2023-11-30,True,576.0,3.0,580.52,193.50666666666666
50,Daniel Alvarez,fowlermaria@example.net,ES,29,2020-12-31,False,1673.0,1.0,186.6,186.6
51,Patrick Bryant,philipfarmer@example.org,FR,25,2023-08-16,True,43.0,2.0,267.34,133.67
52,Lisa Walsh,joshua60@example.org,DE,48,2022-04-06,True,835.0,2.0,108.4,54.2
53,Thomas Fuller,betty13@example.com,SE,22,2022-11-17,True,0.0,0.0,0.0,0.0
54,Teresa Rose,virginiayu@example.com,AE,54,2024-02-12,False,1249.0,2.0,180.43,90.215
55,Carl Frank,taylorhart@example.org,US,45,2023-03-14,True,719.0,2.0,351.59,175.795
56,Brianna Wade,smcdonald@example.net,NL,50,2022-01-14,False,659.0,3.0,220.51999999999998,73.50666666666666
57,Penny Harrison,josephbennett@example.com,US,48,2021-10-21,True,804.0,1.0,97.38,97.38
58,Miss Karen Trujillo,michael45@example.com,BR,26,2023-12-03,True,846.0,2.0,246.35000000000002,123.17500000000001
59,Mr. Bradley Prince,sarahdickerson@example.org,AU,24,2023-11-08,True,1342.0,1.0,81.92,81.92
60,Justin Nguyen,alyssareed@example.net,BR,22,2025-08-21,True,732.0,3.0,191.16,63.72
61,Adam Lynn,john19@example.org,ES,29,2024-01-15,True,56.0,3.0,288.46999999999997,96.15666666666665
62,Charlene Hayes,jasonpowell@example.net,IN,50,2025-05-03,False,1586.0,3.0,393.98,131.32666666666668
63,Steven Franklin,barnettpatricia@example.net,ES,65,2025-06-22,True,573.0,1.0,239.32,239.32
64,Christina Schwartz,harmonsamuel@example.org,GB,49,2025-07-07,False,761.0,1.0,32.27,32.27
65,Deborah Young,thomasgrant@example.com,IN,27,2021-03-08,True,722.0,1.0,64.69,64.69
66,Charles Henry,mmartin@example.net,AE,72,2022-09-27,False,1064.0,2.0,311.93,155.965
67,Ryan Mcdonald,dortega@example.com,MX,29,2025-08-01,False,0.0,0.0,0.0,0.0
68,Zachary Lowe,danafields@example.org,PL,75,2020-02-18,False,1531.0,2.0,196.32,98.16
69,Angel Doyle,lindsey18@example.com,CA,20,2023-10-28,True,166.0,2.0,502.8,251.4
70,Dr. Andrew Robbins,matthewhensley@example.com,BR,37,2021-03-12,False,993.0,3.0,132.72,44.24
71,Richard Spencer,justinpeterson@example.com,CA,22,2024-12-17,True,0.0,0.0,0.0,0.0
72,Samantha Carter,gpowell@example.com,US,41,2025-10-10,False,476.0,2.0,215.5,107.75
73,Haley Harris,vconner@example.org,US,41,2021-12-25,True,821.0,2.0,367.86,183.93
74,Edwin Willis,muellerbilly@example.net,IN,31,2024-03-08,False,329.0,5.0,429.62,85.924
75,Jennifer Andrews,aevans@example.org,CA,48,2021-11-03,True,79.0,1.0,589.54,589.54
76,Thomas Franklin,mccormickrenee@example.net,GB,66,2023-11-19,True,1095.0,3.0,306.15,102.05
77,Charles Nunez,lewiselizabeth@example.com,US,44,2023-06-18,False,0.0,0.0,0.0,0.0
78,Carrie Alvarado,fishercraig@example.net,SE,67,2020-03-12,True,219.0,2.0,362.26,181.13
79,Shane Taylor,anna44@example.org,US,69,2020-01-01,True,510.0,3.0,887.65,295.8833333333333
80,Fernando Jordan,jimenezalexa@example.org,ES,53,2023-11-12,False,37.0,2.0,367.45000000000005,183.72500000000002
81,Jennifer Dominguez,agriffin@example.net,GB,53,2021-03-03,True,482.0,5.0,334.91999999999996,66.984
82,Kevin Pace,thomasgutierrez@example.org,US,26,2023-07-16,False,544.0,1.0,37.63,37.63
83,John Huang,simmonsalbert@example.net,PL,74,2021-02-24,False,0.0,0.0,0.0,0.0
84,Vincent Davis,andersonandrew@example.net,GB,28,2021-06-05,True,0.0,0.0,0.0,0.0
85,Joanne Manning,diazjulie@example.net,BR,34,2023-11-06,False,1350.0,1.0,75.05,75.05
86,Monica Miller,qmurray@example.org,CA,27,2025-08-17,False,1226.0,1.0,245.08,245.08
87,Alexandra Smith,pricelarry@example.net,SG,63,2022-04-15,True,0.0,0.0,0.0,0.0
88,Scott Tucker,stewartstacy@example.net,FR,70,2020-06-09,True,0.0,0.0,0.0,0.0
89,Michael Thomas,coxdeanna@example.net,MX,22,2020-02-24,True,0.0,0.0,0.0,0.0
90,Karen Strickland,yduffy@example.net,MX,44,2021-06-28,True,0.0,0.0,0.0,0.0
91,Douglas Howell,molly02@example.net,BR,69,2023-03-16,False,73.0,5.0,727.7099999999999,145.54199999999997
92,Lauren Bray,nicholascohen@example.net,PL,46,2024-05-12,True,63.0,4.0,344.28,86.07
93,Cynthia Hayes,morrisjoseph@example.org,NL,61,2025-08-06,False,1589.0,2.0,126.78,63.39
94,Rose Clay,robertsdonald@example.net,SG,30,2024-06-09,True,1533.0,1.0,407.08,407.08
95,William Robles,freed@example.net,MX,54,2025-01-13,True,266.0,2.0,500.46999999999997,250.23499999999999
96,Rebecca Gonzalez,kylebrown@example.com,AU,44,2022-03-05,True,0.0,0.0,0.0,0.0
97,Daniel Scott,connersteve@example.org,GB,70,2024-06-15,True,1158.0,2.0,278.23,139.115
98,Heather Brown,qriley@example.net,AU,48,2020-06-26,True,1394.0,1.0,59.52,59.52
99,Jonathan Harris,jameswhite@example.net,BR,18,2022-10-16,True,36.0,4.0,730.92,182.73
100,Kenneth Howard,johnlivingston@example.com,IN,63,2022-11-22,False,609.0,4.0,297.38,74.345
101,Brian Chen,moorecarla@example.com,ES,38,2021-07-14,False,235.0,4.0,601.5699999999999,150.39249999999998
102,Lawrence Davis,veronicacline@example.com,SG,23,2021-12-24,False,326.0,4.0,404.15,101.0375
103,Cindy Schaefer,ronald79@example.net,SE,43,2021-10-05,False,880.0,1.0,12.37,12.37
104,Dawn Johnson,virginiagray@example.org,DE,63,2021-12-23,True,1165.0,2.0,145.17000000000002,72.58500000000001
105,Justin Harrell,etucker@example.net,ES,41,2025-08-22,True,2111.0,1.0,324.03,324.03
106,Tammy Mccarthy,scottanne@example.net,AU,74,2021-11-22,True,734.0,2.0,101.59,50.795
107,Thomas Hunter,shanemoore@example.org,NL,74,2020-04-20,True,804.0,2.0,397.49,198.745
108,Courtney Johnson MD,brian80@example.org,AU,48,2023-07-31,False,1106.0,2.0,453.75,226.875
109,Jose Stevenson,jbrown@example.com,PL,40,2022-10-28,True,140.0,1.0,1290.44,1290.44
110,Teresa Rhodes,brittany71@example.com,DE,69,2023-09-20,True,537.0,1.0,30.12,30.12
111,David Martinez,cgray@example.org,IN,67,2020-02-24,True,0.0,0.0,0.0,0.0
112,Suzanne Mcclain,mlove@example.org,US,58,2023-02-22,False,1158.0,1.0,44.71,44.71
113,Ross Miller,pamela27@example.org,AU,58,2024-09-05,True,211.0,1.0,50.89,50.89
114,Janice Johnson,chavezmatthew@example.org,SG,30,2025-01-13,True,1206.0,1.0,202.8,202.8
115,Mark Thomas,jillwhite@example.com,AU,28,2022-07-23,False,0.0,0.0,0.0,0.0
116,Brianna Harrell,robert32@example.org,ES,60,2025-02-10,False,0.0,0.0,0.0,0.0
117,Ryan Cook,jorgerodriguez@example.com,US,75,2025-01-03,True,31.0,5.0,1355.8400000000001,271.168
118,Ashley Irwin,welchkristin@example.org,FR,53,2024-07-19,True,227.0,3.0,266.13,88.71
119,Sara Wilson,tarareynolds@example.com,BR,71,2020-08-05,True,0.0,0.0,0.0,0.0
120,Dr. Anne Roberts DVM,colliertiffany@example.org,US,32,2022-02-12,True,1267.0,2.0,193.42000000000002,96.71000000000001
121,Alexis Roman,william70@example.net,US,25,2022-01-04,True,538.0,2.0,160.79000000000002,80.39500000000001
122,Ian Williams,krobinson@example.org,SG,27,2020-10-01,True,0.0,0.0,0.0,0.0
123,Christopher Townsend,jamesmiller@example.org,NL,38,2020-08-15,True,278.0,2.0,160.86,80.43
124,Monica Juarez,jamiesalazar@example.net,MX,39,2024-01-27,True,1169.0,2.0,216.86,108.43
125,Cheryl Parker,jonesjessica@example.com,GB,34,2020-09-17,True,0.0,0.0,0.0,0.0
126,Sydney Stone,matthew71@example.org,US,34,2025-04-22,True,0.0,0.0,0.0,0.0
127,Phillip Anderson,john95@example.org,DE,49,2022-10-18,True,530.0,2.0,419.14000000000004,209.57000000000002
128,Jacob Larson,kellysarah@example.net,JP,53,2025-02-23,False,1515.0,3.0,202.05,67.35000000000001
129,Howard Sanchez,kimberly69@example.org,BR,45,2021-04-23,True,388.0,2.0,359.8,179.9
130,Brian Simon,hpalmer@example.net,CA,69,2020-02-21,True,260.0,2.0,122.73,61.365
131,David Davis,garycollins@example.net,US,55,2024-01-07,True,0.0,0.0,0.0,0.0
132,Amanda Davis,josehood@example.net,BR,68,2023-11-05,False,0.0,0.0,0.0,0.0
133,Kelly Park,bellclifford@example.org,US,60,2025-04-17,True,1267.0,1.0,90.99,90.99
134,Bryce Snyder,daniel16@example.org,US,30,2023-09-14,False,174.0,1.0,243.78,243.78
135,Crystal Perez,kfrancis@example.org,US,58,2021-11-01,True,1307.0,1.0,7.82,7.82
136,Jasmine Fisher,fostershelly@example.com,NL,51,2022-03-14,True,0.0,0.0,0.0,0.0
137,David Rogers,kcameron@example.com,US,64,2020-06-26,True,0.0,0.0,0.0,0.0
138,Sarah Brown,susanmichael@example.org,GB,58,2024-05-12,False,735.0,1.0,15.86,15.86
139,Mary Smith,schmidtchad@example.com,AU,75,2023-11-12,True,0.0,0.0,0.0,0.0
140,Michael Perez,xbooker@example.com,SG,75,2022-08-24,True,1772.0,1.0,215.51,215.51
141,Rhonda Wilkerson,johnsondarlene@example.com,US,47,2021-05-03,False,165.0,5.0,573.52,114.704
142,Loretta Fuller,howelljohn@example.net,JP,68,2025-10-17,False,1064.0,2.0,405.84000000000003,202.92000000000002
143,David Williams,torresdeborah@example.org,DE,64,2023-05-16,True,15.0,3.0,409.48,136.49333333333334
144,Tyler Mccall,christopher98@example.org,DE,36,2025-03-07,True,327.0,2.0,160.97,80.485
145,Jorge Mcclure,rray@example.org,GB,29,2024-05-15,False,0.0,0.0,0.0,0.0
146,Natalie Mitchell,kbishop@example.org,ES,30,2022-01-31,True,1348.0,3.0,268.28999999999996,89.42999999999999
147,Christina Page,tsnow@example.net,IN,73,2024-04-23,True,513.0,3.0,681.71,227.23666666666668
148,Robert Johnson,jeffrey88@example.com,NL,67,2024-01-20,True,14.0,1.0,224.01,224.01
149,Jennifer Glass,michelleallen@example.net,US,42,2025-08-09,True,1283.0,1.0,140.18,140.18
150,Devin Johns,kennethbarton@example.org,GB,60,2020-07-26,True,1845.0,1.0,171.96,171.96
151,Lisa Bailey,blackmary@example.com,DE,48,2023-10-28,False,1374.0,1.0,90.75,90.75
152,Ashley Perez,robertbarnett@example.org,ZA,41,2023-07-23,True,1003.0,3.0,171.37,57.123333333333335
153,Lisa Horn,rodgersjulia@example.com,AU,24,2022-09-04,False,0.0,0.0,0.0,0.0
154,Mark Chen,robertgarcia@example.com,AU,35,2020-09-29,True,373.0,3.0,145.82999999999998,48.60999999999999
155,Laurie Jimenez,robertbowers@example.net,US,47,2024-09-28,False,1815.0,1.0,39.06,39.06
156,Jamie Chavez,wroberts@example.com,GB,22,2020-04-19,False,498.0,1.0,30.56,30.56
157,Joseph Larson,adam76@example.com,ZA,45,2025-08-14,True,2088.0,1.0,325.46,325.46
158,Joshua Pratt,ljohnston@example.org,FR,24,2021-03-25,False,35.0,1.0,50.38,50.38
159,Thomas Nguyen,susanharris@example.com,US,67,2020-06-08,False,0.0,0.0,0.0,0.0
160,Tina Johnson,annette74@example.net,US,22,2024-07-04,True,164.0,3.0,133.99,44.663333333333334
161,Kimberly Murillo,wprice@example.org,AU,44,2024-07-10,True,1039.0,2.0,862.8399999999999,431.41999999999996
162,Heather Gould,foxcorey@example.com,FR,69,2021-06-23,True,949.0,3.0,236.25,78.75
163,Mariah Hebert,nicholeoconnell@example.com,DE,75,2022-11-16,True,94.0,2.0,379.41999999999996,189.70999999999998
164,Randall Nolan,heather12@example.com,US,34,2024-09-10,False,912.0,2.0,190.9,95.45
165,William Mckenzie,danielkline@example.net,ES,29,2023-04-16,False,627.0,3.0,293.82,97.94
166,Timothy Hicks,hwelch@example.com,AE,43,2022-06-15,False,1244.0,2.0,293.41999999999996,146.70999999999998
167,Christine Barry,owhite@example.net,AE,49,2021-02-06,True,950.0,1.0,237.34,237.34
168,Heather Chaney,holtalex@example.org,DE,33,2024-05-12,True,0.0,0.0,0.0,0.0
169,Michael Smith,raymond19@example.org,ES,62,2024-05-12,True,635.0,2.0,180.9,90.45
170,Christina Jimenez,monica88@example.org,DE,29,2025-03-26,False,0.0,0.0,0.0,0.0
171,Jennifer Martinez,aprilhicks@example.org,IN,60,2022-11-27,True,103.0,3.0,115.21000000000001,38.403333333333336
172,Christopher Mills,zaustin@example.org,MX,54,2020-01-01,True,465.0,2.0,544.05,272.025
173,Melinda Riley,jennifergomez@example.org,AU,75,2022-03-01,True,1239.0,4.0,572.79,143.1975
174,Mark Villarreal,baileyshannon@example.com,CA,38,2022-10-13,False,452.0,3.0,522.14,174.04666666666665
175,Daniel Foster,gonzaleschristine@example.org,JP,37,2022-04-06,True,368.0,5.0,441.37,88.274
176,Christopher Matthews,leroynolan@example.com,FR,36,2023-01-01,True,206.0,1.0,67.32,67.32
177,Lance Choi,epetty@example.org,US,61,2021-12-06,True,1846.0,2.0,149.46,74.73
178,Megan Richards,tparker@example.com,ZA,54,2025-05-29,False,91.0,1.0,56.09,56.09
179,Sean Miller,michaellopez@example.com,BR,59,2022-01-29,False,1035.0,1.0,69.45,69.45
180,Jack Rogers,progers@example.org,AE,70,2021-06-16,True,1940.0,1.0,249.08,249.08
181,Jennifer Durham,paulowens@example.com,IN,42,2024-04-16,True,950.0,3.0,653.41,217.8033333333333
182,Andrew Beck,linda32@example.org,US,52,2022-08-12,False,898.0,1.0,139.43,139.43
183,Joshua Cobb,ymcdonald@example.org,BR,40,2025-09-15,False,615.0,2.0,181.14999999999998,90.57499999999999
184,Harry Sharp,lsoto@example.org,BR,74,2021-06-20,False,110.0,1.0,247.08,247.08
185,John Harris,tleonard@example.com,SE,21,2025-10-04,False,336.0,3.0,575.53,191.84333333333333
186,Jessica Branch,richarddixon@example.org,SG,39,2024-08-28,True,247.0,2.0,201.48,100.74
187,Barbara Palmer,jill60@example.net,BR,73,2023-12-05,False,279.0,4.0,203.45,50.8625
188,Brianna Smith,nealkimberly@example.org,DE,22,2022-11-23,True,589.0,4.0,466.2,116.55
189,Matthew Rodriguez,linda43@example.org,MX,75,2022-10-13,False,763.0,2.0,371.33000000000004,185.66500000000002
190,Anita Roberts,zcampbell@example.com,DE,57,2021-12-06,True,1180.0,1.0,109.31,109.31
191,Sonya Callahan,sharonthompson@example.com,CA,47,2020-06-12,False,1723.0,1.0,30.64,30.64
192,Mary Bell,tjohnson@example.net,BR,42,2022-08-24,True,1692.0,1.0,106.4,106.4
193,Zachary Morales,whitedarius@example.net,MX,54,2025-05-18,True,377.0,2.0,180.55,90.275
194,Michelle Williams,franklinryan@example.com,AE,37,2022-12-07,False,1958.0,1.0,46.87,46.87
195,Oscar Tran,anneperez@example.com,PL,24,2022-12-30,False,0.0,0.0,0.0,0.0
196,Dawn Graham,shari14@example.org,US,46,2024-05-30,True,1171.0,2.0,444.5,222.25
197,Lauren Dominguez,erinjohnson@example.com,CA,31,2025-08-29,True,1332.0,2.0,118.83000000000001,59.415000000000006
198,Thomas Brady,butlerjulie@example.net,JP,60,2023-02-02,False,415.0,1.0,877.96,877.96
199,Connie Rose,stacey67@example.com,IN,54,2021-01-22,True,1845.0,1.0,178.72,178.72
200,Nancy Greer,rromero@example.net,SE,19,2025-01-09,False,885.0,2.0,104.17,52.085
201,Michael Bradford,tracylopez@example.net,SG,29,2023-08-26,True,1742.0,1.0,138.19,138.19
202,Kristin Thompson,tarawalsh@example.net,BR,40,2024-05-19,True,991.0,1.0,445.93,445.93
203,Victor Jackson,robert34@example.org,BR,32,2025-02-18,True,1398.0,1.0,47.62,47.62
204,Michael Santiago,janicesmith@example.net,US,58,2023-09-08,False,133.0,1.0,123.35,123.35
205,Timothy Bell,dennis29@example.net,CA,37,2023-07-18,False,119.0,3.0,266.90999999999997,88.96999999999998
206,Mark Wilson,khodges@example.net,AE,29,2024-05-20,True,854.0,2.0,275.33,137.665
207,Linda Murray,hguerra@example.net,US,73,2024-04-03,True,1740.0,2.0,335.36,167.68
208,Isaac Clark,huangkevin@example.org,SG,53,2023-03-20,False,476.0,4.0,244.21,61.0525
209,Jo Rodriguez,sean95@example.com,CA,59,2021-05-24,False,557.0,2.0,514.09,257.045
210,Benjamin Smith,tmiller@example.com,MX,41,2020-12-16,True,1464.0,2.0,494.76,247.38
211,Ms. Ashley Burns,yfreeman@example.net,CA,19,2020-06-21,False,454.0,2.0,150.69,75.345
212,Ian Davis,courtney43@example.org,NL,27,2021-10-30,False,1108.0,1.0,76.07,76.07
213,Alexander Schroeder,kennethlopez@example.net,US,46,2021-03-22,False,0.0,0.0,0.0,0.0
214,Stephanie Fleming,muellermaria@example.net,US,62,2023-08-09,True,79.0,3.0,366.75,122.25
215,Jamie Holland,luke52@example.net,GB,31,2022-05-07,True,1026.0,1.0,147.06,147.06
216,Sara King,williamsashley@example.net,US,67,2023-12-25,True,269.0,2.0,461.90999999999997,230.95499999999998
217,Zoe Powell,duffytroy@example.com,MX,28,2022-11-22,False,0.0,0.0,0.0,0.0
218,Whitney Morrison,thomasjeremy@example.org,NL,32,2022-01-06,True,361.0,2.0,307.51,153.755
219,Wayne Davis,jeffersontimothy@example.org,GB,29,2021-06-29,False,1207.0,1.0,56.86,56.86
220,April Randall,ethomas@example.net,SG,64,2021-09-19,False,0.0,0.0,0.0,0.0
221,Michael Macdonald,gonzaleselizabeth@example.org,IN,63,2023-12-07,True,1457.0,1.0,44.27,44.27
222,Carly Phillips,rbrock@example.com,JP,21,2023-08-11,True,33.0,2.0,108.74,54.37
223,Julie Daniels,ipatterson@example.net,FR,23,2020-01-06,False,1838.0,3.0,205.22,68.40666666666667
224,Valerie Nixon,shepherdbrian@example.net,IN,27,2024-10-03,True,37.0,1.0,100.07,100.07
225,Matthew Cunningham,ecisneros@example.net,AU,52,2021-06-17,True,369.0,2.0,84.63,42.315
226,Elizabeth Cooper,charlesjeffrey@example.net,SG,32,2022-01-31,True,58.0,2.0,190.82999999999998,95.41499999999999
227,Bradley Guerrero,angela65@example.net,DE,45,2023-06-28,True,2018.0,1.0,82.47,82.47
228,Jeremy Green,henrywu@example.net,AU,46,2021-05-18,True,214.0,2.0,180.83999999999997,90.41999999999999
229,Connie Hood,lopezellen@example.net,PL,25,2021-08-23,True,758.0,1.0,116.54,116.54
230,Julian Perez MD,fitzgeraldregina@example.net,FR,71,2021-07-24,True,0.0,0.0,0.0,0.0
231,Jason Jones,gtaylor@example.net,ES,35,2025-01-13,True,1933.0,1.0,54.03,54.03
232,Sara Vaughan,stevensgina@example.net,ES,50,2021-09-07,True,0.0,0.0,0.0,0.0
233,Tyler Hart,taylorkimberly@example.org,GB,40,2021-06-09,False,1321.0,1.0,199.88,199.88
234,Anthony Williams,stevemartinez@example.org,FR,40,2020-08-04,False,185.0,1.0,7.26,7.26
235,Stephen Howell,annalowery@example.com,DE,62,2022-11-08,False,1903.0,1.0,135.36,135.36
236,Patrick Peterson,petersendavid@example.com,US,73,2025-06-28,False,227.0,3.0,677.15,225.71666666666667
237,Kelly Kelly,mwilliams@example.com,US,72,2024-08-29,False,199.0,4.0,693.97,173.4925
238,Joshua Pratt,johnsonrenee@example.org,DE,58,2024-01-21,False,751.0,2.0,284.27,142.135
239,Corey Griffin,bwilson@example.com,FR,45,2025-10-08,False,261.0,2.0,787.76,393.88
240,Robert Lopez,morgan62@example.net,SE,60,2021-05-01,False,351.0,2.0,49.32,24.66
241,Kimberly Norris,stacy00@example.com,JP,27,2020-01-13,False,551.0,1.0,41.65,41.65
242,Katelyn Webb MD,joneschristine@example.net,MX,68,2025-10-07,True,0.0,0.0,0.0,0.0
243,Jenna Alvarez,heatherwest@example.org,IN,39,2024-11-10,False,1723.0,1.0,233.7,233.7
244,Lisa Jones,allison42@example.net,SE,43,2021-04-30,False,346.0,1.0,45.56,45.56
245,Christine Fuentes,drivera@example.com,US,75,2022-06-06,False,0.0,0.0,0.0,0.0
246,Emily Rogers,bcook@example.org,AU,69,2020-03-24,True,93.0,1.0,228.32,228.32
247,William Williams,jessicathomas@example.com,GB,51,2024-03-20,False,1378.0,1.0,51.9,51.9
248,Jonathan Baker,victoriajohnson@example.net,SE,68,2022-12-22,False,70.0,1.0,96.51,96.51
249,Anna Gonzalez,oschultz@example.org,JP,25,2025-06-08,True,0.0,0.0,0.0,0.0
250,Douglas Pope,erintorres@example.com,AU,54,2023-04-17,False,212.0,3.0,247.66000000000003,82.55333333333334
251,Katrina Reid,monique65@example.org,US,69,2022-03-20,True,1399.0,1.0,213.07,213.07
252,Megan Stephenson,pgordon@example.org,BR,58,2023-02-01,True,0.0,0.0,0.0,0.0
253,Brittany Harris DVM,zsullivan@example.net,MX,36,2022-05-06,False,73.0,3.0,1030.41,343.47
254,Tanya Willis,kevinparker@example.net,JP,42,2021-05-12,True,405.0,5.0,510.58000000000004,102.11600000000001
255,Mary Church,morsebrandy@example.org,CA,65,2021-08-23,False,295.0,3.0,183.28,61.093333333333334
256,Elizabeth Gomez,xkelly@example.net,DE,32,2021-04-01,True,1055.0,1.0,172.23,172.23
257,Sean Jones,lflores@example.com,US,64,2022-03-30,False,343.0,4.0,274.03000000000003,68.50750000000001
258,Kimberly Blake,joel03@example.org,JP,53,2020-11-28,False,2131.0,1.0,69.26,69.26
259,Curtis Morrison,gonzalezjessica@example.org,ZA,27,2020-10-05,True,1828.0,1.0,147.49,147.49
260,Angela Pacheco,jennifer03@example.com,US,49,2021-08-22,False,0.0,0.0,0.0,0.0
261,Sheri Bowman,lewismark@example.net,FR,58,2023-04-13,False,1580.0,2.0,962.45,481.225
262,John Lynch,greg60@example.org,PL,37,2021-07-11,True,3.0,1.0,692.35,692.35
263,Felicia Snyder,dscott@example.org,US,20,2020-06-22,True,44.0,3.0,50.82,16.94
264,Evan Valdez,brian95@example.org,US,47,2025-05-11,True,353.0,4.0,322.40000000000003,80.60000000000001
265,Christopher Thomas,howardmichael@example.com,CA,40,2021-07-16,False,257.0,4.0,910.64,227.66
266,Leah Peters,jerry94@example.net,DE,72,2021-09-07,True,681.0,4.0,647.9,161.975
267,Andres Holland,xhansen@example.net,FR,46,2023-04-29,True,0.0,0.0,0.0,0.0
268,Denise King,zgarcia@example.com,SG,63,2020-03-17,False,0.0,0.0,0.0,0.0
269,Mark Morales,gilescolleen@example.org,US,27,2021-05-29,False,286.0,2.0,114.08,57.04
